,Oficina,Departamento,CP - Numero,CP - Valor,MP - Numero,MP - Valor,T - Numero,T - Valor,Check - Valor,Check - Numero
64,puebloviejo,boyaca,1142,706904,137,189823,1279,896727,0,0
65,ramiriqui,boyaca,1511,1233644,246,446560,1757,1680204,0,0
66,saboya,boyaca,1170,1247358,282,450759,1452,1698117,0,0
67,san luis de gaceno,boyaca,509,1022385,482,627826,991,1650211,0,0
68,san luis de palenque,boyaca,52,98201,449,1042322,501,1140523,0,0
69,santa rosa de viterbo,boyaca,702,754631,84,234785,786,989416,0,0
70,soata,boyaca,1056,868269,111,310142,1167,1178411,0,0
71,socha,boyaca,727,622479,242,288290,969,910769,0,0
72,sogamoso,boyaca,3117,3194007,208,1097663,3325,4291670,0,0
73,tamara,boyaca,246,280423,264,631637,510,912060,0,0
74,ventaquemada,boyaca,630,752672,82,266226,712,1018898,0,0
75,yopal,boyaca,171,366385,480,962102,651,1328487,0,0
76,manizales,caldas,269,1151431,447,3863778,716,5015209,0,0
77,aguadas,caldas,504,870617,200,1119607,704,1990224,0,0
78,anserma,caldas,830,1676791,262,1530569,1092,3207360,0,0
79,apia,caldas,367,854745,160,318384,527,1173129,0,0
80,aranzazu,caldas,464,537257,245,803126,709,1340383,0,0
81,armenia,caldas,722,2100590,514,2788243,1236,4888833,0,0
82,belalcazar,caldas,296,989578,61,215231,357,1204809,0,0
83,belen de umbria,caldas,221,456871,154,536198,375,993069,0,0
84,calarca,caldas,374,1442970,201,1110388,575,2553358,0,0
85,chinchina,caldas,214,396860,93,596982,307,993842,0,0
86,filandia,caldas,372,365413,122,238338,494,603751,0,0
87,la dorada,caldas,282,836060,505,2623993,787,3460053,0,0
88,manzanares,caldas,847,1156763,400,684627,1247,1841390,0,0
89,marsella,caldas,242,479698,162,665618,404,1145316,0,0
90,neira,caldas,95,134230,68,432913,163,567143,0,0
91,pacora,caldas,274,381930,191,636861,465,1018791,0,0
92,palestina,caldas,95,284280,35,265544,130,549824,0,0
93,pensilvania,caldas,682,855601,504,638553,1186,1494154,0,0
94,pereira,caldas,455,1313366,510,3040022,965,4353388,0,0
95,pijao,caldas,70,370400,48,244330,118,614730,0,0
96,quimbaya,caldas,220,450333,123,394708,343,845041,0,0
97,riosucio,caldas,1535,877551,122,289856,1657,1167407,0,0
98,salamina,caldas,427,469401,324,1096069,751,1565470,0,0
99,santa rosa de cabal,caldas,508,749260,568,1703875,1076,2453135,0,0
100,santuario,caldas,219,368946,150,390961,369,759907,0,0
101,popayan,cauca,816,1191536,410,2374753,1226,3566289,0,0
102,bolivar,cauca,864,1063382,456,547878,1320,1611260,0,0
103,caloto,cauca,346,366379,219,676721,565,1043100,0,0
104,el tambo,cauca,576,333705,139,189562,715,523267,0,0
105,piendamo,cauca,743,616081,104,328087,847,944168,0,0
106,puerto tejada,cauca,255,407962,151,639844,406,1047806,0,0
107,santander,cauca,655,640583,169,474315,824,1114898,0,0
108,timbio,cauca,690,604529,224,310467,914,914996,0,0
109,monteria,cordoba,479,1409616,379,3657168,858,5066784,0,0
110,ayapel,cordoba,160,255657,208,894296,368,1149953,0,0
111,cerete,cordoba,483,1390151,440,2620922,923,4011073,0,0
112,cienaga de oro,cordoba,232,325964,272,1106730,504,1432694,0,0
113,lorica,cordoba,757,914409,661,2750596,1418,3665005,0,0
114,sahagun,cordoba,460,492475,578,2627846,1038,3120321,0,0
115,tierralta,cordoba,273,305500,233,909192,506,1214692,0,0
116,bogota,cundinamarca,824,3692493,1466,16392476,2290,20084969,0,0
117,anolaima,cundinamarca,736,1034133,294,838268,1030,1872401,0,0
118,arbelaez,cundinamarca,756,974150,282,562509,1038,1536659,0,0
119,cachipay,cundinamarca,246,314810,61,245318,307,560128,0,0
120,caqueza,cundinamarca,655,721975,131,296797,786,1018772,0,0
121,chapinero,cundinamarca,227,2060240,789,9395131,1016,11455371,0,0
122,chia,cundinamarca,206,500689,105,431602,311,932291,0,0
123,choconta,cundinamarca,1510,1675708,234,686339,1744,2362047,0,0
124,el colegio,cundinamarca,454,413478,167,409264,621,822742,0,0
125,facatativa,cundinamarca,711,1338905,294,1583124,1005,2922029,0,0
126,fomeque,cundinamarca,373,556445,279,535817,652,1092262,0,0
127,fusagasuga,cundinamarca,541,720550,552,1139309,1093,1859859,0,0
128,gachala,cundinamarca,500,532048,83,196215,583,728263,0,0
129,gacheta,cundinamarca,1051,1178163,388,970075,1439,2148238,0,0
130,girardot,cundinamarca,325,1077738,232,2022362,557,3100100,0,0
131,guaduas,cundinamarca,289,342702,150,611524,439,954226,0,0
132,guasca,cundinamarca,239,220944,84,193548,323,414492,0,0
133,guatavita,cundinamarca,283,397725,63,111688,346,509413,0,0
134,la calera,cundinamarca,280,404150,206,647990,486,1052140,0,0
135,la mesa,cundinamarca,454,716317,143,787182,597,1503499,0,0
136,la palma,cundinamarca,379,345642,198,559369,577,905011,0,0
137,la peña,cundinamarca,228,219330,61,182355,289,401685,0,0
138,medina,cundinamarca,342,483446,493,425563,835,909009,0,0
139,nocaima,cundinamarca,167,204671,62,320940,229,525611,0,0
140,pacho,cundinamarca,822,959283,325,1255186,1147,2214469,0,0
141,pasca,cundinamarca,412,477566,203,360944,615,838510,0,0
142,rafael reyes,cundinamarca,281,195805,63,259658,344,455463,0,0
143,san francisco,cundinamarca,400,615474,173,667940,573,1283414,0,0
144,san juan de rioseco,cundinamarca,719,1341102,146,641071,865,1982173,0,0
145,sasaima,cundinamarca,345,446130,156,507436,501,953566,0,0
146,soacha,cundinamarca,226,354350,108,309051,334,663401,0,0
147,sopo,cundinamarca,99,205135,65,251748,164,456883,0,0
148,subachoque,cundinamarca,295,619234,141,430384,436,1049618,0,0
149,tocaima,cundinamarca,255,481963,73,409523,328,891486,0,0
150,ubate,cundinamarca,986,1370545,223,964693,1209,2335238,0,0
151,une,cundinamarca,977,1199310,64,225054,1041,1424364,0,0
152,utica,cundinamarca,92,126150,53,183833,145,309983,0,0
153,vergara,cundinamarca,355,552385,127,371871,482,924256,0,0
154,villeta,cundinamarca,223,306487,173,711652,396,1018139,0,0
155,viota,cundinamarca,373,545565,156,397063,529,942628,0,0
156,zipaquira,cundinamarca,358,716468,100,698768,458,1415236,0,0
157,quibdo,choco,459,91877,27,26088,486,117965,0,0
158,el carmen,choco,121,136250,67,120249,188,256499,0,0
159,neiva,huila,929,2842609,755,3233365,1684,6075974,0,0
160,acevedo,huila,413,370685,160,222471,573,593156,0,0
161,baraya,huila,178,356634,202,396085,380,752719,0,0
162,carnecerias,huila,216,234220,165,313999,381,548219,0,0
163,garzon,huila,379,462675,465,1623379,844,2086054,0,0
164,gigante,huila,307,417515,206,645019,513,1062534,0,0
165,la plata,huila,473,531996,349,686859,822,1218855,0,0
166,palermo,huila,263,459197,188,549537,451,1008734,0,0
167,pitalito,huila,559,631722,235,546609,794,1178331,0,0
168,san agustin,huila,238,267013,147,325978,385,592991,0,0
169,timana,huila,406,394380,142,268548,548,662928,0,0
170,yaguara,huila,341,780324,179,665243,520,1445567,0,0
171,santa marta,magdalena,454,1299090,351,2081581,805,3380671,0,0
172,aguachica,magdalena,93,199218,157,734084,250,933302,0,0
173,cienaga,magdalena,302,610156,158,826157,460,1436313,0,0
174,codazzi,magdalena,95,477008,108,553338,203,1030346,0,0
175,chiriguana,magdalena,191,262658,204,599412,395,862070,0,0
176,el banco,magdalena,130,234867,439,1386427,569,1621294,0,0
177,fundacion,magdalena,242,804462,530,3383066,772,4187528,0,0
178,plato,magdalena,251,480491,631,2419238,882,2899729,0,0
179,valledupar,magdalena,441,1307112,571,2671543,1012,3978655,0,0
180,pasto,nariño,1564,1543820,1395,3658351,2959,5202171,0,0
181,contadero,nariño,627,699543,182,267620,809,967163,0,0
182,ipiales,nariño,600,1307857,262,1135406,862,2443263,0,0
183,la cruz,nariño,1150,1579596,97,326390,1247,1905986,0,0
184,la union,nariño,1083,1468702,434,1004495,1517,2473197,0,0
185,mocoa,nariño,233,133662,502,507233,735,640895,0,0
186,samaniego,nariño,760,668795,322,466119,1082,1134914,0,0
187,sandona,nariño,692,652946,231,351074,923,1004020,0,0
188,tumaco,nariño,86,69660,49,90231,135,159891,0,0
189,tuquerres,nariño,481,643020,148,604186,629,1247206,0,0
190,cucuta,norte de santander,576,2007830,483,3708427,1059,5716257,0,0
191,arboledas,norte de santander,327,335940,61,127408,388,463348,0,0
192,cachira,norte de santander,543,426120,272,313347,815,739967,-500,0
193,convencion,norte de santander,434,554875,234,1295228,668,1850103,0,0
194,chinacota,norte de santander,176,200615,149,359676,325,560291,0,0
195,durania,norte de santander,400,1444490,66,375033,466,1819523,0,0
196,gramalote,norte de santander,432,566196,198,714371,630,1280567,0,0
197,ocaña,norte de santander,424,579907,227,1091614,651,1671521,0,0
198,pamplona,norte de santander,864,1180654,551,1831869,1415,3012523,0,0
199,salazar,norte de santander,333,449342,164,574022,497,1023364,0,0
200,sardinata,norte de santander,439,691650,134,170607,573,862257,0,0
201,toledo,norte de santander,640,625740,205,310212,845,935952,0,0
202,bucaramanga,santander,1790,3073827,1240,5894054,3030,8967881,0,0
203,barichara,santander,287,304655,68,190545,355,495200,0,0
204,barrancabermeja,santander,118,163381,142,872026,260,1035407,0,0
205,cimitarra,santander,109,133180,141,669527,250,802707,0,0
206,charala,santander,651,718001,456,831500,1107,1549501,0,0
207,gambita,santander,262,280998,243,389907,505,670905,0,0
208,malaga,santander,2258,1722167,274,996357,2532,2718524,0,0
209,matanza,santander,487,422350,238,286169,725,708519,0,0
210,onzaga,santander,491,461335,85,147205,576,608540,0,0
211,piedecuesta,santander,602,418497,159,248853,761,667350,0,0
212,puente nacional,santander,288,222261,700,887531,988,1109792,0,0
213,puerto wilches,santander,184,371218,206,506951,390,878169,0,0
214,rionegro,santander,311,551167,291,622112,602,1173279,0,0
215,san andres,santander,1002,724328,589,749574,1591,1473902,0,0
216,san gil,santander,837,947107,275,1320866,1112,2267973,0,0
217,san vicente,santander,305,544570,235,916375,540,1460945,0,0
218,socorro,santander,699,920532,452,2869357,1151,3789889,0,0
219,suaita,santander,558,682260,184,546536,742,1228796,0,0
220,sucre,santander,311,290001,297,440988,608,730989,0,0
221,surata,santander,207,161850,148,242323,355,404173,0,0
222,velez,santander,267,288011,222,613303,489,901314,0,0
223,zapatoca,santander,215,257160,168,809173,383,1066333,0,0
224,ibague,tolima,828,1749290,830,4672818,1658,6422108,0,0
225,ambalema,tolima,67,157600,20,73150,87,230750,0,0
226,anzoategui,tolima,72,140540,42,107521,114,248061,0,0
227,armero,tolima,234,852476,151,884446,385,1736922,0,0
228,ataco,tolima,65,102614,4,6667,69,109281,0,0
229,cajamarca,tolima,206,273000,193,616491,399,889491,0,0
230,cunday,tolima,229,407072,100,383872,329,790944,0,0
231,chaparral,tolima,572,830156,279,854330,851,1684486,0,0
232,dolores,tolima,229,408007,71,252169,300,660176,0,0
233,espinal,tolima,868,1602426,193,1266091,1061,2868517,0,0
234,el guamo,tolima,1317,1223562,344,1154912,1661,2378474,0,0
235,fresno,tolima,431,438625,180,405347,611,843972,0,0
236,herveo,tolima,233,362074,122,275808,355,637882,0,0
237,honda,tolima,110,404983,185,1272268,295,1677251,0,0
238,icononzo,tolima,946,1375590,419,790922,1365,2166512,0,0
239,libano,tolima,871,1538205,685,2305133,1556,3843338,0,0
240,mariquita,tolima,301,310245,157,579816,458,890061,0,0
241,melgar,tolima,184,501055,127,934503,311,1435558,0,0
242,ortega,tolima,384,501451,72,284157,456,785608,0,0
243,purificacion,tolima,1019,1408432,501,1831848,1520,3240280,0,0
244,roncesvalles,tolima,62,133445,111,537202,173,670647,0,0
245,rovira,tolima,621,917256,314,912109,935,1829365,0,0
246,san antonio,tolima,238,516095,99,307809,337,823904,0,0
247,san luis,tolima,473,427138,124,407636,597,834774,0,0
248,santa isabel,tolima,85,148230,123,304311,208,452541,0,0
249,venadillo,tolima,120,295172,99,340044,219,635216,0,0
250,villahermosa,tolima,432,479388,232,436254,664,915642,0,0
251,villarica,tolima,238,359799,92,231898,330,591697,0,0
252,cali,valle del cauca,799,2509727,770,6596305,1569,9106032,0,0
253,alcala,valle del cauca,195,358541,25,55540,220,414081,0,0
254,buga,valle del cauca,550,842151,529,2742629,1079,3584780,0,0
255,caicedonia,valle del cauca,162,593124,98,465455,260,1058579,0,0
256,cartago,valle del cauca,472,1467772,459,3486218,931,4953990,0,0
257,cerrito,valle del cauca,362,583662,257,1129670,619,1713332,0,0
258,dagua,valle del cauca,306,285471,141,362591,447,648062,0,0
259,el aguila,valle del cauca,136,348400,123,347620,259,696020,0,0
260,el cairo,valle del cauca,362,954715,324,1029513,686,1984228,0,0
261,palmira,valle del cauca,747,1220174,426,2059675,1173,3279849,0,0
262,restrepo,valle del cauca,326,439488,141,613707,467,1053195,0,0
263,roldanillo,valle del cauca,610,836430,332,1298349,942,2134779,0,0
264,sevilla,valle del cauca,358,833950,390,1346163,748,2180113,0,0
265,tulua,valle del cauca,559,912360,522,2686981,1081,3599341,0,0
266,trujillo,valle del cauca,213,540989,405,1480388,618,2021377,0,0
267,versalles,valle del cauca,713,1127350,378,1293564,1091,2420914,0,0
268,zarzal,valle del cauca,130,238270,116,593599,246,831869,0,0
269,arauca,arauca,91,159856,790,1358428,881,1518284,0,0
270,tame,arauca,83,127058,813,1463888,896,1590946,0,0
271,riohacha,guajira,312,466217,122,426163,434,892380,0,0
272,san juan del cesar,guajira,372,737881,613,1908719,985,2646600,0,0
273,villanueva,guajira,338,900300,244,1134095,582,2034395,0,0
274,villavicencio,meta,910,2972196,962,4576607,1872,7548803,0,0
275,guamal,meta,457,871505,1257,1221580,1714,2093085,0,0
276,puerto lopez,meta,253,301167,243,438240,496,739407,0,0
277,restrepo,meta,504,526254,1195,1076873,1699,1603127,0,0
278,san martin,meta,172,248878,1229,944883,1401,1193761,0,0
279,florencia,caqueta,901,1100096,456,1290215,1357,2390311,0,0
280,leticia,amazonas,48,135561,37,80294,85,215855,0,0
281,mitu,vaupes,157,626450,0,9,157,626450,9,0
282,puerto carreño,vichada,42,118574,17,59627,59,178201,0,0
283,san andres,san andres y providencia,93,108150,16,22942,109,131092,0,0
