,Oficina,Departamento,CP - Numero,CP - Valor,MP - Numero,MP - Valor,T - Numero,T - Valor,Check - Valor,Check - Numero
38,garagoa,boyaca,1620,147733000,393,46523150,2013,194256150,0,0
39,guateque,boyaca,1075,71233500,152,27315231,1227,98548731,0,0
40,guayata,boyaca,652,48134000,44,6146500,696,54280500,0,0
41,leiva,boyaca,1084,80904832,177,53757730,1261,134662562,0,0
42,miraflores,boyaca,709,80260767,1231,98303186,1940,178563953,0,0
43,moniquira,boyaca,1639,116611121,233,58237878,1872,174848999,0,0
44,pauna,boyaca,860,72030500,172,27595169,1032,99625669,0,0
45,pesca,boyaca,1484,96843553,101,20264601,1585,117108154,0,0
46,puebloviejo,boyaca,1004,59988000,25,3667050,1029,63655050,0,0
47,ramiriqui,boyaca,1154,85064272,512,45954430,1666,132018702,-1000000,0
48,san luis de gaceno,boyaca,212,32441000,460,40293339,672,72734339,0,0
49,san luis de palenque,boyaca,108,44933889,456,107517793,564,152451682,0,0
50,soata,boyaca,1871,171735209,181,26591175,2052,198326384,0,0
51,socha,boyaca,896,68621500,270,43325444,1166,111946944,0,0
52,sogamoso,boyaca,2890,237499375,281,85753229,3171,323252604,0,0
53,tamara,boyaca,205,30936000,305,61180000,510,92116000,0,0
54,yopal,boyaca,212,62071584,1100,130821959,1312,192893543,0,0
55,ventaquemada,boyaca,708,78424017,96,12520775,804,90944792,0,0
56,manizales,caldas,754,194003487,258,203607207,1012,397610694,0,0
57,aguadas,caldas,796,107655000,136,40469288,932,148124288,0,0
58,anserma,caldas,722,100607300,142,30091500,864,130698800,0,0
59,apia,caldas,526,94596800,265,34963500,791,129560300,0,0
60,aranzazu,caldas,441,48552862,145,29076226,586,77629088,0,0
61,armenia,caldas,1053,235309700,425,162119314,1478,397429014,0,0
62,belalcazar,caldas,264,66600500,38,14734250,302,81334750,0,0
63,calarca,caldas,463,123500300,214,55707000,677,179207300,0,0
64,filandia,caldas,355,39414800,138,16141850,493,55556650,0,0
65,la dorada,caldas,293,102595530,333,211201447,626,313796977,0,0
66,manzanares,caldas,1016,130907770,185,38794139,1201,169701909,0,0
67,marsella,caldas,314,53441000,123,15151500,437,68592500,0,0
68,pensilvania,caldas,932,112652300,304,34482054,1235,147134354,0,1
69,pereira,caldas,574,132561112,334,207484821,908,340045933,0,0
70,pijao,caldas,120,39250500,61,27849200,181,67099700,0,0
71,riosucio,caldas,1549,82763665,139,35346035,1688,118109700,0,0
72,salamina,caldas,526,54841300,329,71082285,855,125923585,0,0
73,santa rosa de cabal,caldas,563,66466700,427,89489997,990,155956697,0,0
74,santuario,caldas,393,75249000,171,38462832,564,113711832,0,0
75,popayan,cauca,1899,221647681,371,216363882,2270,438011563,0,0
76,bolivar,cauca,926,112187500,281,42875101,1207,155062601,0,0
77,caloto,cauca,467,66850520,190,45606445,657,112456965,0,0
78,el tambo,cauca,775,40599500,153,20307968,928,60907468,0,0
79,puerto tejada,cauca,336,33781500,83,42405383,419,76187883,-1000,0
80,santander,cauca,816,61976239,180,42107047,996,104083286,0,0
81,monteria,cordoba,606,126217422,231,157603136,837,283820558,0,0
82,ayapel,cordoba,402,82186183,296,143467920,698,225654103,0,0
83,cerete,cordoba,409,103090500,268,116697500,677,219788000,0,0
84,lorica,cordoba,1361,147127190,318,144172650,1679,291299840,0,0
85,sahagun,cordoba,541,49632050,430,151102482,971,200734532,0,0
86,tierralta,cordoba,275,36163680,70,26487000,345,62650680,0,0
87,bogota,cundinamarca,1426,614316074,1064,936232985,2490,1550549059,0,0
88,anolaima,cundinamarca,840,111014065,297,62552411,1137,173566476,0,0
89,arbelaez,cundinamarca,709,79254887,147,42553894,856,121808781,0,0
90,caqueza,cundinamarca,743,84155200,74,10371719,817,94526919,0,0
91,chia,cundinamarca,199,31792300,80,23894859,279,55687159,0,0
92,choconta,cundinamarca,1976,192273700,96,30625212,2072,222898912,0,0
93,facatativa,cundinamarca,1097,176574675,181,79266631,1278,255841306,0,0
94,fomeque,cundinamarca,548,56278500,320,51923902,868,108202402,0,0
95,fusagasuga,cundinamarca,974,100267168,583,91344509,1557,191611677,0,0
96,gacheta,cundinamarca,1619,132351225,199,27407872,1818,159759097,0,0
97,gachala,cundinamarca,501,48685567,87,16753013,588,65438580,0,0
98,girardot,cundinamarca,670,124217011,195,149084435,865,273301446,0,0
99,guasca,cundinamarca,221,28074000,48,12261826,269,40335826,0,0
100,guatavita,cundinamarca,432,51365750,77,16987597,509,68353347,0,0
101,la calera,cundinamarca,262,32823400,130,39595324,392,72418724,0,0
102,la mesa,cundinamarca,1299,123032834,201,82272155,1500,205304989,0,0
103,la palma,cundinamarca,666,47595528,151,39343997,817,86939525,0,0
104,la peña,cundinamarca,243,17816500,46,13830000,289,31646500,0,0
105,medina,cundinamarca,196,38186661,641,44047561,837,82234222,0,0
106,pacho,cundinamarca,1121,125410580,184,75219376,1305,200629956,0,0
107,san juan de rioseco,cundinamarca,850,136557953,104,39758667,954,176316620,0,0
108,sasaima,cundinamarca,280,27329941,137,26620936,417,53950377,500,0
109,soacha,cundinamarca,600,114082986,90,28238467,690,142321453,0,0
110,sopo,cundinamarca,145,24326841,53,13244387,198,37571228,0,0
111,ubate,cundinamarca,1127,141518075,219,75106189,1346,216624264,0,0
112,une,cundinamarca,875,91528277,132,23185929,1007,114714206,0,0
113,vergara,cundinamarca,691,88529400,119,15574610,810,104104010,0,0
114,villeta,cundinamarca,328,47462000,87,35486125,415,82948125,0,0
115,zipaquira,cundinamarca,381,62388000,117,53118438,498,115506438,0,0
116,quibdo,choco,317,9626285,41,5718022,358,15344307,0,0
117,neiva,huila,971,189272607,763,209267829,1734,398540436,0,0
118,acevedo,huila,540,36254425,92,16126809,632,52381234,0,0
119,baraya,huila,186,35679416,214,33029276,400,68708692,0,0
120,carnecerias,huila,165,13225500,132,25361023,297,38586523,0,0
121,garzon,huila,882,105042553,507,140790304,1389,245832857,0,0
122,la plata,huila,578,49786995,356,70898440,934,120685435,0,0
123,palermo,huila,450,58318000,187,31847222,637,90165222,0,0
124,pitalito,huila,893,84915897,211,46538424,1104,131454321,0,0
125,san agustin,huila,308,38604000,72,21373100,380,59977100,0,0
126,yaguara,huila,397,89561509,122,49964817,519,139526326,0,0
127,santa marta,magdalena,597,106656691,209,112573241,806,219229932,0,0
128,chiriguana,magdalena,303,45910243,312,97129912,615,143040155,0,0
129,el banco,magdalena,190,58790778,445,128580000,635,187370778,0,0
130,fundacion,magdalena,460,159511447,480,254443448,940,413954895,0,0
131,plato,magdalena,276,62611845,530,196030130,806,258641975,0,0
132,valledupar,magdalena,1182,290871986,846,335126991,2028,625998977,0,0
133,pasto,nariño,1733,163626874,1246,272818741,2979,436445615,0,0
134,ipiales,nariño,778,103208691,256,64513380,1034,167722071,0,0
135,la cruz,nariño,1179,153380000,152,46653750,1331,200033750,0,0
136,la union,nariño,975,109453494,305,60296132,1280,169749626,0,0
137,mocoa,putumayo,184,8587500,441,46625749,625,55213249,0,0
138,samaniego,nariño,533,43874170,162,23359545,695,67233715,0,0
139,sandona,nariño,545,48314700,168,22404700,713,70719400,0,0
140,tuquerres,nariño,633,55406438,167,39051029,800,94457467,0,0
141,cucuta,norte de santander,842,269207000,319,211176822,1161,480383822,0,0
142,arboledas,norte de santander,378,34599500,36,2692100,414,37291600,0,0
143,cachira,norte de santander,551,42332000,198,27143250,749,69475250,0,0
144,convencion,norte de santander,681,94176331,329,151541973,1010,245718304,0,0
145,chinacota,norte de santander,343,43072135,123,28951109,466,72023244,0,0
146,ocaña,norte de santander,668,142398786,432,238491779,1100,380890565,0,0
147,pamplona,norte de santander,853,111376000,420,107711461,1273,219087461,0,0
148,salazar,norte de santander,390,54148000,114,23891900,504,78039900,0,0
149,sardinata,norte de santander,415,64964000,87,11844050,502,76808050,0,0
150,toledo,norte de santander,801,69895500,238,27206833,1039,97102333,0,0
151,gramalote,norte de santander,274,35362000,60,9524973,334,44886973,0,0
152,bucaramanga,santander,1239,184394837,707,253762861,1946,438157698,0,0
153,barrancabermeja,santander,29,5750000,43,29100000,72,34850000,0,0
154,charala,santander,1085,104610286,623,106861061,1708,211471347,0,0
155,malaga,santander,1887,151615309,151,28400516,2038,180015825,0,0
156,matanza,santander,533,36612000,173,19747725,706,56359725,0,0
157,puente nacional,santander,551,46597774,847,110191841,1398,156789615,0,0
158,rionegro,santander,347,48049800,170,23589060,517,71638860,0,0
159,san andres,santander,1056,85307691,337,37026950,1393,122334641,0,0
160,san gil,santander,1306,150782200,283,78260632,1589,229042832,0,0
161,san vicente,santander,308,47904587,130,59457500,438,107362087,0,0
162,socorro,santander,997,121630035,307,135448098,1304,257078133,0,0
163,surata,santander,230,17151500,121,14635500,351,31787000,0,0
164,velez,santander,562,53786349,358,83533602,920,137319951,0,0
165,zapatoca,santander,206,20666000,105,28827000,311,49493000,0,0
166,piedecuesta,santander,566,33836000,133,17324845,699,51160845,0,0
167,ibague,tolima,1247,236430920,741,347367971,1988,583798891,0,0
168,armero,tolima,496,128921323,300,159242530,796,288163853,0,0
169,ataco,tolima,176,25039500,10,3125000,186,28164500,0,0
170,chaparral,tolima,560,74038024,331,61027612,891,135065636,0,0
171,dolores,tolima,199,29411258,96,30264265,295,59675523,0,0
172,espinal,tolima,763,84105642,206,85064125,969,169169767,0,0
173,el guamo,tolima,808,79274000,175,66248689,983,145522689,0,0
174,fresno,tolima,1028,105689926,253,75560178,1281,181250104,0,0
175,herveo,tolima,178,12593000,49,6825202,227,19418202,0,0
176,honda,tolima,471,102727891,288,155810002,759,258537893,0,0
177,icononzo,tolima,970,105996400,413,55165327,1383,161161727,0,0
178,libano,tolima,1058,150498900,540,142645173,1598,293144073,0,0
179,melgar,tolima,573,117713260,212,65877591,785,183590851,0,0
180,ortega,tolima,533,60916414,127,39718494,660,100634908,0,0
181,purificacion,tolima,1110,160134861,370,128250954,1480,288385815,0,0
182,roncesvalles,tolima,91,18986053,94,40036712,185,59022765,0,0
183,rovira,tolima,654,112317495,311,79044548,965,191362043,0,0
184,san antonio,tolima,216,36031500,51,17417739,267,53449239,0,0
185,san luis,tolima,450,37300478,98,28783944,548,66084422,0,0
186,san miguel de perdomo,tolima,315,39984953,173,67897846,488,107882799,0,0
187,santa isabel,tolima,225,31519500,120,31883550,345,63403050,0,0
188,villahermosa,tolima,426,40210800,163,18901753,589,59112553,0,0
189,cali,valle del cauca,1298,171299143,775,364672462,2073,535971605,0,0
190,buga,valle del cauca,557,55949550,372,123937899,929,179887449,0,0
191,caicedonia,valle del cauca,276,94922578,159,50283400,435,145205978,0,0
192,cartago,valle del cauca,1003,247324612,322,223285041,1325,470609653,0,0
193,cerrito,valle del cauca,408,46274900,231,82097698,639,128372598,0,0
194,el aguila,valle del cauca,158,40936413,89,17933900,247,58870313,0,0
195,el cairo,valle del cauca,487,79191675,313,37015843,800,116207518,0,0
196,palmira,valle del cauca,746,87661304,392,132274337,1138,219935641,0,0
197,roldanillo,valle del cauca,1096,121239589,609,111875177,1705,233114766,0,0
198,sevilla,valle del cauca,462,122415700,358,115116250,820,237531950,0,0
199,tulua,valle del cauca,866,140071700,456,195579547,1322,335651247,0,0
200,trujillo,valle del cauca,389,59686121,284,54268483,673,113954604,0,0
201,riohacha,guajira,522,79295994,119,26740440,641,106036434,0,0
202,san juan del cesar,guajira,794,157397846,487,125068989,1281,282466835,0,0
203,villanueva,guajira,771,155837907,244,94710424,1015,250548331,0,0
204,arauca,arauca,153,39291045,1092,163624500,1245,202915545,0,0
205,tame,arauca,36,10515000,480,56380000,516,66895000,0,0
206,florencia,caqueta,1267,128047449,480,137790281,1747,265837730,0,0
207,leticia,amazonas,17,1494000,4,3025000,21,4519000,0,0
208,san andres,san andres y providencia,75,5256200,17,2071243,92,7327443,0,0
209,villavicencio,meta,1934,494052907,5445,585281532,7379,1079334439,0,0
