Oficina,Departamento,CP - Numero,CP - Valor,MP - Numero,MP - Valor,LP - Numero,LP - Valor,T - Numero,T - Valor
San Lui 8,Tolima,899,1.301.324,271,972.540,40,451.019,1.210,2.724.883
Santa Isabel.,Tolima,123,322.982,169,599.229,86,1.476.053,378,"2.398,264"
Venadillo,Tolima,285,945.089,147,726.133,8,45.578,440,1.716.800
Villahermosa,Tolima,259,376.688,63,155.960,14,89.443,336,622.091
Villarrica,Tolima,360,1.056.739,554,1.405.703,98,"413,972","1,012",2.876.414
Cali,Valle del Cauca,863,4.129.829,1.007,"12.975,173",376,"2,087.776",2.246,"19.192,778"
Bolivar,Valle del Cauca,269,371.883,187,653.576,44,209.540,500,1.234.999
Buenaventura..,Valle del Cauca,117,"272,109",33,163.027,2,16.340,152,451.476
Buga,Valle del Cauca,534,"1,852.497",724,6.136.613,180,1.196.499,1.438,9.185.609
Caicedonia,Valle del Cauca,221,979.244,123,559.779,25,174.710,369,"1.713,733"
Cartago,Valle del Cauca,523,2.568.479,757,4.755.661,163,1.144.982,1.443,8.469.122
Dagua,Valle del Cauca,332,328.623,216,621.824,65,566.340,613,1.516.787
El Aguila,Valle del Cauca,101,271.375,92,258.267,13,259.789,206,789.431
EI Cairo..,Valle del Cauca,324,924.799,241,625.548,33,381.524,598,1.931.871
El Cerrito,Valle del Cauca,274,426.224,158,"1,324,734",142,470.022,574,2.220.980
Palmira,Valle del Cauca,520,1.965.169,510,6.514.264,280,897:218,1.310,9.376.651
Restrepo..,Valle del Cauca,234,316.482,100,333.387,24,76.430,358,726.299
Roldanillo,Valle del Cauca,379,606.106,224,1.422.217,66,180.386,669,2.208.709
Sevilla,Valle del Cauca,390,1.195.202,409,2.271.242,119,1.232.530,918,4.698.974
Tuluá,Valle del Cauca,419,1.253.194,546,3.614.081,226,"1,057.645",1.191,5.924.920
Trujillo,Valle del Cauca,207,719.688,145 0,562.430,73,436.350,425,"1,718.468"
Versalles,Valle del Cauca,437,728.700,274,688.554,50,300.656,761,"1.717,910"
Zarzal,Valle del Cauca,133,537.342,179,1.875.771,36,157.139,348,2.570.252
Arauca,Arauca,71,295.520,755,1.838.529,0,0,826,2.134.049
Puerto Rondón,Arauca,9,41.423,143,327.170,0,0,152,368.593
Tame,Arauca,198,852.313,609,"1,862.633",4,13900,811,2.728.846
"Florencia,",Caqueta,"1,920",3.096.903,"1 ,092","5.261,342",213,1.017.269,"3,225",9.375.514
Belén de los Andaqufes,Caqueta,757,983.029,352,1.213.482,72,"280,788","1,181",2.477.299
Puerto Rico ..,Caqueta,406,655.115,187,882.097,36,124.442,629,1.661.654
San Vicente del Caguán,Caqueta,393,1.253.691,351,1.166.977,51,173.312,795,2.593.980
Solano,Caqueta,325,"657,062",247,724.694,1,8.000,573,1.389.756
Riohacha,Guajira,297,684.856,162,1.007.402,75,332.347,534,2.024.605
Barrancas,Guajira,310,819.866,175,1.015.707,20,69.645,505,1.905.218
Fonseca,Guajira,406,1.423.058,189,1.219.623,17,82.206,612,"2.724,887"
San Juan del Cesar,Guajira,529,"2,958.559",472,3.886.423,4,30.660,1.005,6.875.642
Villanueva,Guajira,692,"2,316.316",317,"2.487,392",47,467.379,1.056,5.271.087
San Andrés,San Andres y Providencia,87,121.380,11,50.529,0,0,98,171.909
Leticia,Amazonas,141,418.873,54,190.912,0,0,195,609.785
Mocoa,Putumayo,191,171.993,387,568.956,9,32.278,587,773.227
Puerto Aere,Putumayo,96,95.640,176,328.292,2,3.464,274,427.396
Sibundoy,Putumayo,159,417.124,368,1.009.973,67,414.580,594,"1,841.677"
Mitû,Vaupes,42,251.120,1,5670,0,0,43,256.790
Puerto Carreño,Vichada,32,88.539,20,90.139,0,0,52,178.678
